work_id,year,type,language,cited_by,is_oa,source,fwci,top10,sdg_id,sdg_name,sdg_score
https://openalex.org/W3010246696,2020,article,pt,30,True,Ciência & Saúde Coletiva,1.2738,False,3,Good health and well-being,0.75
https://openalex.org/W2080150528,2009,article,pt,29,True,Revista Brasileira de Enfermagem,1.0236,False,3,Good health and well-being,0.5400000214576721
https://openalex.org/W4390145776,2023,article,en,29,False,The Science of The Total Environment,2.5547,False,6,Clean water and sanitation,0.8500000238418579
https://openalex.org/W4394842130,2024,article,en,29,False,International Journal of Biological Macromolecules,5.3863,True,2,Zero hunger,0.5600000023841858
https://openalex.org/W4396609088,2024,review,en,29,False,Heart Rhythm,4.9342,True,3,Good health and well-being,0.6700000166893005
https://openalex.org/W2524807718,2016,article,en,28,True,Texto & Contexto - Enfermagem,0.77,False,5,Gender equality,0.7300000190734863
https://openalex.org/W3034820752,2020,article,en,28,False,Biomarkers,1.5948,False,3,Good health and well-being,0.8199999928474426
https://openalex.org/W4281747529,2022,article,en,28,False,Life Sciences,3.5887,True,3,Good health and well-being,0.5799999833106995
https://openalex.org/W4318167490,2023,review,en,28,True,Revista da Sociedade Brasileira de Medicina Tropical,2.1133,False,17,Partnerships for the goals,0.5799999833106995
https://openalex.org/W2906308639,2020,article,en,27,False,Journal of Experimental Botany,2.1604,False,15,Life in Land,0.7699999809265137
https://openalex.org/W4393054327,2024,article,en,26,True,Experimental Physiology,14.3053,True,3,Good health and well-being,0.8100000023841858
https://openalex.org/W2923375758,2019,article,en,25,False,Rhizosphere,5.5065,True,15,Life in Land,0.4399999976158142
https://openalex.org/W4385417898,2023,article,en,25,True,Brazilian Journal of Nephrology,3.812,True,3,Good health and well-being,0.8100000023841858
https://openalex.org/W4389750139,2023,article,en,25,True,Journal of Controlled Release,2.8902,True,3,Good health and well-being,0.6899999976158142
https://openalex.org/W2890720112,2018,article,pt,24,True,Revista Família Ciclos de Vida e Saúde no Contexto Social,0.848,False,3,Good health and well-being,0.5400000214576721
https://openalex.org/W2460718099,2016,article,pt,22,True,Online Brazilian Journal of Nursing,0.0,False,3,Good health and well-being,0.699999988079071
https://openalex.org/W2531910886,2016,article,en,22,True,ABCD Arquivos Brasileiros de Cirurgia Digestiva (São Paulo),4.3123,True,3,Good health and well-being,0.8299999833106995
https://openalex.org/W3133979044,2021,article,pt,21,True,Brazilian Journal of Development,13.6629,True,5,Gender equality,0.41999998688697815
https://openalex.org/W4393204891,2024,article,en,20,False,Bioresource Technology Reports,3.2259,True,12,Responsible consumption and production,0.5600000023841858
https://openalex.org/W4407168009,2025,article,en,20,False,Enterprise Information Systems,16.2007,True,9,"Industry, innovation and infrastructure",0.41999998688697815
https://openalex.org/W4396769251,2024,article,en,19,True,Nutrients,11.0121,True,3,Good health and well-being,0.4399999976158142
https://openalex.org/W4403295344,2024,article,en,19,True,BMC Psychology,8.9575,True,13,Climate action,0.4099999964237213
https://openalex.org/W4226020420,2022,article,en,17,True,Revista Brasileira de Enfermagem,1.5901,False,13,Climate action,0.8500000238418579
https://openalex.org/W4405442156,2024,article,en,17,False,Water Research,2.8329,True,6,Clean water and sanitation,0.8299999833106995
https://openalex.org/W4399662831,2024,article,en,16,False,Metabolism,3.9176,True,2,Zero hunger,0.4699999988079071
https://openalex.org/W4407390882,2025,article,en,15,True,Modern Pathology,11.8127,True,2,Zero hunger,0.4699999988079071
https://openalex.org/W4408636234,2025,article,en,15,True,Frontiers in Microbiology,6.1353,True,2,Zero hunger,0.550000011920929
https://openalex.org/W4409404852,2025,article,en,15,True,Histopathology,11.7073,True,17,Partnerships for the goals,0.46000000834465027
https://openalex.org/W4386522448,2023,article,en,14,True,Transportation Research Record Journal of the Transportation Research Board,6.065,True,9,"Industry, innovation and infrastructure",0.5600000023841858
https://openalex.org/W4390886009,2024,article,en,12,True,Immuno,1.9756,False,3,Good health and well-being,0.6700000166893005
https://openalex.org/W4402982830,2024,article,en,12,True,Sensors,1.4997,False,4,Quality Education,0.6000000238418579
https://openalex.org/W4408566877,2025,article,en,11,False,Toxicon,10.6404,True,13,Climate action,0.8399999737739563
https://openalex.org/W4409739024,2025,article,en,11,True,Journal of Agricultural and Food Chemistry,10.1275,True,2,Zero hunger,0.8399999737739563
https://openalex.org/W4409430669,2025,article,en,10,True,Future Microbiology,6.3425,True,2,Zero hunger,0.5
https://openalex.org/W4405422904,2024,article,en,9,True,Beilstein Journal of Nanotechnology,1.1267,False,3,Good health and well-being,0.8199999928474426
https://openalex.org/W7128388608,2026,article,en,8,True,Temperature,86.5004,True,5,Gender equality,0.7235226035118103
https://openalex.org/W1999986344,1996,article,en,250,False,Science,24.1577,True,7,Affordable and clean energy,0.47999998927116394
https://openalex.org/W2092762319,1996,article,en,139,False,The Lancet,4.5615,True,2,Zero hunger,0.4699999988079071
https://openalex.org/W2058760208,2002,article,en,135,False,Critical Care Medicine,1.6254,False,3,Good health and well-being,0.7200000286102295
https://openalex.org/W2153762486,2006,article,en,120,True,Clinical & Experimental Immunology,5.9021,True,15,Life in Land,0.5600000023841858
https://openalex.org/W1964787169,2010,article,en,113,False,Journal of Endodontics,6.6081,True,3,Good health and well-being,0.6000000238418579
https://openalex.org/W2006829376,2008,article,en,109,False,Toxicology and Applied Pharmacology,1.9015,False,3,Good health and well-being,0.7699999809265137
https://openalex.org/W2075307511,2001,article,en,105,True,Memórias do Instituto Oswaldo Cruz,0.8969,False,3,Good health and well-being,0.8199999928474426
https://openalex.org/W2302266575,2016,article,en,104,True,AGE,5.7979,True,3,Good health and well-being,0.8299999833106995
https://openalex.org/W2050822458,2004,article,en,102,True,Memórias do Instituto Oswaldo Cruz,4.2289,True,13,Climate action,0.4099999964237213
https://openalex.org/W2088905882,2004,article,en,102,False,International Journal for Parasitology,3.4409,True,3,Good health and well-being,0.6000000238418579
https://openalex.org/W2107037104,2001,article,en,101,True,Sao Paulo Medical Journal,1.2454,False,3,Good health and well-being,0.7699999809265137
https://openalex.org/W2063666766,2005,article,en,96,True,Scandinavian Journal of Immunology,2.9583,True,3,Good health and well-being,0.6399999856948853
https://openalex.org/W2111938996,1998,article,en,92,True,Medical Mycology,4.6179,True,2,Zero hunger,0.5299999713897705
